Key Skills,Job Title,Job ID
 c#| technical support| Silverlight| web technologies| mobile applications| .net| vb.net| vb,Software Developer,9717
 creative writing| technical writing| story writing| Content Writer| editor orcontent writer| Content Writing,IT/Technical Content Developer,9718
 E-learning| Production support| Troubleshooting| Network Administrator| Database| Advisory| Production management| Administration| Infrastructure| Management,Network Administrator,9719
 typography| ux| Product Design| android| ux designer| corporate branding| ios| animation| ui,User Experience Designer,9720
 Technical Management| Management Reporting| Presentation Skills| Business Solutions| Key Account Management| Technology Consulting| Sales Management| Career Development| Global Delivery| Support Services,Key Account Manager,9721
 Photoshop| Corel Draw| Illustrator| Graphics| Adobe| Conceptualization| Corporate identity| Mobile applications| Web technologies,Graphic Designer,9722
Cism| iso 27001| risk management| IT Risk Management| Risk Assessment| Information Security| Cissp,Head/VP/GM-Technology(IT)/CTO,9723
 application engineering| process automation| web technologies| Software Development,Technical Support Engineer,9724
 thermal| Power electronics| Automotive| Usage| Mechanical| Management| Electricals,Technical Lead/Project Lead,9725
 server| development| third party| cloud| computer science| postgresql| php| mysql| agile| agile methodology| applications,Software Developer,9726
 SQL Server| Data Warehousing| DW| ETL| Power Bi| Business Intelligence| Data Modeling| Microstrategy| Reporting Services| Business Objects| BI Developer,Software Developer,9727
 Apex| Visualforce| Salesforce| Server Side,Software Developer,9728
 Export Documentation| Pre Shipment| LC| post shipment| Logistics,Documentation/Shipping-Executive/Manager,9729
 Printing| Typesetting| Publishing| Business reporting| Quality check| Computer graphics| Desktop publishing| Manager Quality Control| Proof reading| Fine arts,Fresher,9730
 Web Technologies| Customer Care| Web Chat| International BPO| Chat Process,Associate/Senior Associate -(NonTechnical),9731
 business generation| marketing| sales management| material handling| Technical Support| technical sales| presentation skills| sales planning| problem solving| strategic alliances,Sales/Business Development Manager,9732
 Technical specifications| Senior| Texturing| Games| Portfolio| Maya| Packaging| Workflow| Photoshop| Business Executive,Graphic Designer,9733
Content Development|Banking|E - learning,Content Developer,9734
 PowerShell| Citrix| VMware| Linux Server| Bash Scripting| LDAP| Windows Server| CentOS| RHEL| Active Directory,System Administrator,9735
C++| development| technical| Debugging| Tools| Instrumentation| Technical support| Computer science| 32 bit microcontrollers| Telecom| Bsc| Emulators| support,Software Developer,9736
 Healthcare,Radiologist,9737
 developer| Sharepoint,Software Developer,9738
 Interpersonal skills| Customer service orientation| Architecture| Networking| VPN| Analytical| Application security| Load balancing| Firewall,Software Developer,9739
 lead generation| Cold Calling| Inside Sales| business development| outbound calling| International Business Development,Pre Sales Consultant,9740
accounting| accounts receivable| general ledger| Record To Report| order to cash| OTC| O2C| RTR| R2R| accounts payable| ptp,Finance Executive,9741
 bd| direct marketing executive| direct marketing| business development| sales marketing| Part Time| sales| sales direct marketing| product marketing| freelancer| direct sales,Direct Marketing Executive,9742
 Networking| Apache| SQL| development| Hadoop| Architectural design| tools| cloud| java| Coding| Open source| big data| Virtualization| programming| Testing,Software Developer,9743
 Online Promotion| Customer Experience| Social Media| Internet Marketing| Marketing Campaigns| Digital Marketing| SEM| Display Advertising| SEO| Business Design,Direct Marketing Manager,9744
 Buying| Garments| Merchandising| Merchandiser| Merchandise,Merchandiser,9746
 ticketing| functions| visa| audit| regulations| research,Reservations Executive,9747
 Shipping line| CFS| Costing| Sales| Customer relationship| Management| Logistics,Head/VP/GM/National Manager -Sales,9748
 C#| Software Development| OOPS| .Net Developer| WPF| Web Services| SQL,Software Developer,9749
 Training| Corporate Strategy| Sales| Client Relationship Management| Regional Management| Human Resource Management| Process Compliance| HR| New Business| Recruitment,Regional Manager,9750
 C#| Solution Integration| .Net| Webservices| Visual Studio| Solution Design| Machine Learning| Deep Learning| Data Integration,IT/Networking-Manager,9751
 static timing analysis| Timing closure| Backend| Business Executive| Design verification| System Executive| ASIC Design| VERA| System verilog| Front end,Software Developer,9752
 CAD| Product design| Sheet metal| bus body design,Design Engineer,9753
 assembly language| Six Sigma| PMP| C| JavaScript| .NET| HTML| Oracle| Python| SQL,Webmaster,9754
 BPO| Outbound| English| Customer Care Executive| Computer savvy| Business Executive| Technical support| BASIC| International BPO,Associate/Senior Associate -(NonTechnical),9755
 Manual Testing| Test Cases,Testing Engineer,9756
 sales engineering| flooring| sales engineer| automation| switches| business development| industry| audio| lighting,Sales Executive/Officer,9757
 BPO| Lead generation| insurance processing| Sales| Telesales| Banking| Lead| HR,Team Leader -(NonTechnical),9758
 HR| Talent Management| OD| Learning| Business Management,Training Manager,9759
 automobile| production engineer| quality engineering,Trainee,9760
 Anchor| Anchoring,Journalist,9761
 relationship officer| key account manager| sales manager| credit cards,Sales/Business Development Manager,9762
 sales| business development| lead generation| post sales| pre sales| email marketing| Social Media Marketing| Search Engine Optimization,Sales/Business Development Manager,9763
 Performance testing| Workflow| Selenium| automation framework| Analytical skills| Automation testing| Program delivery| Project delivery| Operations,Software Developer,9764
Unix| J2Ee| Oracle| Hibernate| Linux| JBoss| Weblogic| Javascript| PLSQL| Apache,Software Developer,9765
 Professor| Nephrology| Gastroenterology| Radio| Cardiology,Surgeon,9766
 Java| Basic| technical writing| C++| Software Development| Programming| Big Data| HTML| Languages| Content Writing| Python,Technical Writer,9767
 product costing| value engineering| performance measurement,Purchase Executive,9768
VMware|Troubleshooting Skills|Microsoft Certified Professional|Infrastructure Services|Client Servicing|Corrective Action|Team Leading|Windows Troubleshooting|ITIL|Call Manager,Business Analyst,9769
 Structure| engineer| autocad| piping| site engineer| construction| project planning,Construction-Specialty,9770
 Business process| Process mapping| SAP FICO| Analytical| CMA| Outsourcing| Project delivery| Stakeholder management| Operations| Process study,Software Developer,9771
 Bengali| Administration| Client Coordinator| Client coordination| Customer handling| Customer support| Telemarketing,System Administrator,9772
 Service industry| Quality Analyst| Translator| Flex| Software services| English| Proof reading| Malayalam| Grammar| Written communication,Associate/Senior Associate -(Technical),9773
 Offshore| Oil| Diploma| Gas| Refinery| Mechanical Engineering| Petrochemical| Material Inspection,Construction-Heavy,9774
 SAP PP| sap pp consultant,Software Developer,9775
 software development life cycle| delivery manager| cad| scheduling| software solutions| customer interaction| systems architecture| tracking| offshore,Project Manager-IT/Software,9777
 product| upgrade| payments| selling| up| check| travel| rewards| sales executive,Sales Executive/Officer,9778
 System testing| Backend| NoSQL| Production support| Data management| Coding| Open source| MTS| Financial services| SQL,Software Developer,9779
 webs| mvc| sql| c| sql queries| in c| sharepoint| stored procedures| asp net,Software Developer,9780
Objective C| Mean Stack| Java| Algorithms| Heroku| Node.Js| MySQL| Nginx| NoSQL| MongoDB| AngularJS| Bootstrap| HTML5,Team Lead/Technical Lead,9781
 INBOUND,Associate/Senior Associate -(NonTechnical),9782
 Hibernate| Core Java| Algorithms| Coding| Software Development Manager| MySQL| Software Development Engineer| MVC| Android,Software Developer,9783
 Data analysis| SQL| Advanced Excel| Root cause analysis| Excel| MS Access| Data Analyst| Python| Database| VBA,Associate/Senior Associate -(NonTechnical),9784
 sap retail| sap is - retail| sap is retail| retail| sap is,Outside Consultant,9785
 Outbound| Cold Calling| Inbound| Sales Executive Activities,Sales Executive/Officer,9786
B2B Sales| Dealer Handling| Freshers,Sales Executive/Officer,9787
 telecaller| Calling| customer care| Inbound| customer support| Outbound| Domestic| Domestic BPO| Fresher| Call Center| International BPO| customer care executive,Fresher,9788
 PHP| Javascript| jQuery| Joomla| Wordpress,Software Developer,9789
 .net| asp.net| sql server| asp.net developer| .net developer| dot net developer| c#| c#.net| csharp| dotnet| asp dotnet,Software Developer,9790
 SQL| Automation| Data modeling| Scrum| OLAP| Manager Quality Control| Computer science| Machine learning| metadata| Forecasting,Software Developer,9791
 body design| structural design,Senior Design Engineer,9792
 Payroll processing| Tally| TDS| Excel| General accounting| Reconciliation| Book Keeping| E-commerce| MS Office| Accounting software,Accounts Executive/Accountant,9793
 international voice process| communication skills| domestic bpo| international bpo| call centre| calling| bpo voice| us shifts| uk shifts| tech mahindra| outbound sales,Associate/Senior Associate -(NonTechnical),9794
 Account Executive,Accounts Executive/Accountant,9795
 cxo,Sales/Business Development-Manager,9796
 spring| java| software development| angularjs| javascript,Software Developer,9797
 developer| Mean Stack Developer,Software Developer,9798
 mm| idocs| fi| sap sd| test scripts| external reporting| reporting tools| vistex| communication skills,Outside Consultant,9799
 layout| web| design| photoshop| media| co| layouts| illustrator,Graphic Designer,9800
 digital marketing| business development| language| soft skill| accent| online marketing| spoken english| online sales| culture| social media marketing| communication,Fresher,9801
 Labour Laws| PF| Time Office| Bonus| HR| ESI| LWF,HR Executive,9802
 creative writing| blog writing| Content Management| article writing| Content Development| content writing| Web Content Writing| Email Writing| social media| content creation,Content Developer,9803
J2Ee| Unix| Linux| Perl| Windows| Shell scripting| VMware| Coding| LDAP| Content management,Software Developer,9804
Tcp| Java| CSS| C++| C| Html5| Web Technologies| HTML| back end| Front End| Software Engineering| Javascript,Software Developer,9805
 SIDE| Consultancy,Recruitment Executive,9806
 HR administration| Human resource management,HR Executive,9807
 C| Python| Six Sigma| PMP| .NET| HTML| JavaScript| SQLBusiness Analysts| Architects| Lead Developers| design| development| Android,Software Developer,9808
jQuery| Photoshop| HTML| Corel Draw| Illustrator| Javascript| Graphic designing| SEO| CSS3| Social media,Web Designer,9809
 Counsellor| Admission Counsellor| Executive| Curriculum Development,Counselor,9810
 Telecom| Compliance| Consulting| Manager Internal Audit| Labour| HR Administrator| Management| Legal| Vendor| Finance,Team Lead/Technical Lead,9811
 content writing| travel| english| sports| writing skills| content writer| reading| business writing| be| style,Software Developer,9812
 Java| Javascript| Node.Js,Software Developer,9813
 Machine Learning| NLP| PhD| OOPS| Python,Software Developer,9814
 bpo| call center| voice process| international call center| kpo| inbound| fresher| bpo fresher| customer service| customer support| customer care| technical support| tsa| email| ites| upselling| international bpo| bpo call center| international voice process,Associate/Senior Associate -(NonTechnical),9815
 Unix| Server Support| Tuxedo| Weblogic| Unix Shell Scripting| Application Support| PeopleSoft Admin| SQL,System Administrator,9816
 sales| business development management| client development| design| interiors| interior designing| client meeting,Sales/Business Development Manager,9817
 m b a| tpa| sales manager| international marketing| options| pharma| corporate sales| articles| retention| healthcare,Sales/Business Development Manager,9818
 Support services| Customer support| PUC| Product pricing| Customer satisfaction| phone| Outbound calling| Customer relationship| Cross selling,Sales Executive/Officer,9819
 php| Angularjs| JSP| Codeigniter,Software Developer,9820
Collection Management|Team Management|CD & Two Wheeler|x -bucket|Collections Process|Collections Strategy|cd & tw,Collections Officer,9821
 Creative Designer| product design| sketching| product management| Creative Designing| rhinoceros| product development| designer| product portfolio| photography,Product Designer,9822
 English| AutoCAD| Analytical Skills| Fluent| Marathi| Corel Draw| Hindi,Architect,9823
 Outbound| Antivirus| Technical support| Sales| Technical Support Executive| US shift| Inbound voice process| Customer Service Executive| Comp| Call Center Agent,Associate/Senior Associate -(NonTechnical),9824
 Java| Hive| Scala| Hadoop| HDFS| Middleware| IT Operations| Pig| HBase| Scripting,Team Lead/Technical Lead,9825
 SAN| C++| Javascript| algorithms| development| c| technical| Cook| Data structures| French| design| Open source| Cryptography| applications,Software Developer,9826
 Python| System architectureObject oriented design| Software Development Engineer II| Building| Product quality| Technology solutions| Manager Technology| Control,Technical Support Manager,9827
 AR Calling| AR Caller| Medical Billing| US Healthcare| Denial Management,Associate/Senior Associate -(Technical),9828
direct sales| b2b sales| PPE| Safety| Sales| Business Development,Sales/Business Development Manager,9829
 Data Science| Machine Learning,Software Developer,9830
 SQL| PHP| XML| MySQL| Android| VB| Japanese| Publishing| DTP| level,Software Developer,9831
 Sales| Key Accounts| Accounting| Distribution| Key Account Management| Modern Trade| Customer Acquisition,Key Account Manager,9832
 Business Development Executive,Sales/Business Development Manager,9833
mobile testing| mobile application testing| device testing| sdet| test framework| test - framework| automation framework| j2ee| python,Testing Engineer,9834
 Project management| Agile| SDLC| Computer science| PMP| MS Office tools| Visio| Management| JIRA,Program Manager,9835
 Procurement| Purchase| SAP| Buying| Variance Analysis,Trainee,9836
Business Development Management| Business Development| B2B Sales| Key Account Management| Client Relationship Management| Client Acquisition| Strategic Alliances| Corporate Tie - Ups| Partnerships| Institutional Sales| FMCG Sales| Channel Sales,Sales/Business Development Manager,9837
server| CSS| development| technical| software| JSP| testing| Unit testing| it| tools| CSS3| scripting| backbone.js| jQuery| ui| web| XML| design| Javascript| XHTML| developer| Ajax,Software Developer,9838
 Sales planning| Customer satisfaction| Sales process| Sales promotion| Monitoring,Sales/Business Development Manager,9839
 Content| English| PDF| Interviewing| Professional tax| Technical training| school| Business Executive| WHO| Writing,Software Developer,9840
international voice process|fresher|Healthcare|Customer support|technical support|Voice process|Night shift|international bpo,Associate/Senior Associate -(NonTechnical),9841
 javascript| html| mysql| b tech| developing| mca| ajax| jquery| web| oops| php| diploma,Software Developer,9842
 Account management| Customer relationship| Sales process| SPSS| Usage| Training| UPS| Focus| Statistics,Outside Consultant,9843
 Training| Air Freight| Fleet Management| Freight Management| Supply Chain Management| Export Import| Logistics,Fresher,9844
w2| us staffing| us recruitment| us it recruiter| us it staffing,Recruitment Executive,9845
 Python| Django| MySQL| Redis| C| Ansible| Postgres| Linux| Ruby| Cassandra,Software Developer,9846
 Workflow| Recruitment| SQL| Automation| Transition management| Analytical| Quality systems| Outsourcing| Business solutions| Stakeholder management,Associate/Senior Associate -(NonTechnical),9847
 Sales Coordination| Distribution| Marketing| Order Processing| Dispatch| Logistics| Sales Order| Computer Skills,Sales Coordinator,9848
 Java| C++| R| Data Management| Data Mining| Perl| Data Modeling| Machine Learning| MATLAB| Python| Scripting,Research Scientist,9849
 QA| Nutrition| Food safety| Customer service| Customer complaints| Licensing| Machinery| Operations| Monitoring,Team Lead/Technical Lead,9850
 Team Handling| Branch Head| Life Insurance| Branch Management| Deputy Branch Manager| Assistant Branch Manager| Branch Manager| Territory Manager,Branch Manager,9851
Business process|Manager Technology|Outsourcing|Management|Business applications|Operations|Salesforce,Team Lead/Technical Lead,9852
 Team Leading| Shrinkage| Operations| SLA| KPI| Team Supervisor| International BPO| International Voice Process| Team Coach,Team Leader -(NonTechnical),9853
 Procurement| Budgeting| Rate analysis| Civil engineering| Claims| Logistics| SEZ| Supply chain| EPCG| NEC,Civil Engineer-Land Development,9854
 Voice process| Outbound| Technical Support Executive| Productivity| US shift| Bonus,Associate/Senior Associate -(Technical),9855
 Graphic Designing| UX| Content Creation| Digital Content| Content Development| Team Management,Content Developer,9856
 Process automation| HRM| PDF| Powershell| Django| MySQL| Schema| MongoDB| JIRA| Python,Software Developer,9857
 operations| team management| customer service delivery| six sigma| operational excellence| business management| investment banking| Client Handling,Operations Manager,9858
 Technical Management| Java| Agile Methodology| C++| Software Development| C| Docker| Software Engineering| Programming| Technology Consulting,Software Developer,9859
 recruitment| hiring| talent acquisition| staffing| mba hr| Bulk Hiring| mass hiring| resourcing executive,Recruitment Executive,9860
 Solution Architect,Technical Architect,9861
 Sybase DBA| Technical Lead| HTML| JSON| Websphere| Weblogic| Risk Analysis| Javascript| JDBC| DWR| Ajax| Java| risk management| JSP| tech lead| Code Review| SQL| jQuery| Team Leading Skills| Struts| PLSQL| EJB| Servlets| Web Services,Team Lead/Technical Lead,9862
 & centOS| Redhat| server| virtualization| Switches| linux| Router| Vmware| applications| hardware,Software Developer,9863
 javascript| sql server| mysql| c#| algorithms| development| analytical| documentation| jquery| silverlight| sql| database| web| flex| design| data structures| web development| net,Software Developer,9864
 customer relationship| relationship management| client servicing| client relationship| client relation| client relations management,CSR Manager,9866
 Sales Operations,Sales Executive/Officer,9867
 Product management| Automation| Multithreading| Linux| Application development| Troubleshooting| Open source| Ruby| Monitoring| Android,Software Developer,9869
IT Services Sales| Account Management| B2B Sales| IT Sales| Solutions Sales| Corporate Sales,Sales/Business Development Manager,9870
 Communication Skills| Sales| Insurance Broking,Sales Executive/Officer,9871
 Senior Design Engineer| highway design| Copyright| Staffing| Project preparation| Apr| Technical recruitmentFuel| Sharing,Technical Lead/Project Lead,9872
 Digital media| PPC| Social media,Content Developer,9873
 SQL| Oracle| CRM| ERP| System architecture| Veritas| Data management| Computer science| Javascript| Design development,Software Developer,9874
 creative solutions| brand solutions| creative writing| idea generation| conceptualizer,Content Developer,9875
 Process design| Sales| Compliance| Finance| Banking| Product control| Continuous improvement| Balance Sheet| Monitoring| Auditing,Financial Analyst,9876
 python| Chef| Continuous Delivery| openshift| Devops| ansible| docker| Jenkins| Linux| Continuous Integration| aws| Puppet,Software Developer,9877
 regional sales| sales management| regional management| branch sales| shipping| customer service| senior level,Regional Sales Manager,9878
 Sales Coordinator| Marketing Consultant| Sales Supprot| Sales Advisor,Client Servicing Executive,9879
 Project management| Web development| Internet marketing| PMP| Project planning| Budgeting| Web hosting| Security services| business management skills| Web technologies,Project Manager-IT/Software,9880
 Procurement| Purchase Executive| Production planning| Pharma,Purchase Executive,9881
 copy editor| language editor| Campaigns| content editor| seo| Content Writing| content developer| Proof reading| editing,Copywriter,9882
foreign exchange|Mutual Funds|Finance|investment banking|Corporate Actions|capital market|root cause analysis|forex|banking|quality analysis|derivatives|fx|Wealth Management|quality check|quality improvement|nav calculation|Funds|Investment,Associate/Senior Associate -(NonTechnical),9883
 Back office,Associate/Senior Associate -(NonTechnical),9884
 Python Developer| Machine Learning,Associate/Senior Associate -(Technical),9885
 Marketing| Sales| business development| lead generation| cold calling| Recruitment| Telecalling| Communication Skills| Target Marketing,Telesales/Telemarketing Executive/Officer,9886
 SAP SD| People management skills| Report preparation| Budgeting| Business intelligence| Variance analysis| Software services| Analytics| FICO,Associate/Senior Associate -(NonTechnical),9887
 DESIGN| QUALITY| production| PHARMACEUTICAL| DIPLOMA| ENGINEER| hr| msw| QA| QC| COLLEGE| factory head| hrm| process| PHARMA| mhrm| TRAINEE| CAD| mba| human resource| FRESHER| MAINTENANCE| DET| PLACEMENT| chemical| INTERVIEW| GET| mhrd,Fresher,9888
 autodesk inventor| modeler| Solid Works,Design Engineer,9889
 microsoft dynamics ax| ms dynamics ax| business analysis| functional consultancy,Software Developer,9890
 CV| Email| Typing| MIN| National| IT consulting| Focus| Sales Executive| HR consulting| Recruitment,Head/VP/GM/National Manager -Sales,9891
 parking| Trademarks| Business Development Executive| HR,Head/VP/GM/National Manager -Sales,9892
 Analyst| Data analysis| Oracle SQL| Performance optimization| data integrity| Informatica| Business intelligence| Analytics| Testing,System Analyst,9893
 Brand Building| Promotions| Key Accounts| Market Intelligence| Marketing| Customer Acquisition,Head/VP/GM/National Manager -Sales,9894
Social Media|Blogging|Creative Content|Content Writing,Copywriter,9895
 javascript| ajax| jquery| wordpress| magento| web development| php mysql| json,Software Developer,9896
 Excel| Documentation| Filling| Document Management,Trainee,9897
 design| c++| development| C| HTML| javascript| web| MySQL| JavaScript| oops| .net| developer| mvc,Software Developer,9898
 Media research| Agency sales| Revenue generation| Radio| Station| Printing,Media Planning Executive/Manager,9899
 MS Office| US healthcare| Powerpoint| Subject Matter Expert| professional services| Typing speed| Basic| Management,Associate/Senior Associate -(NonTechnical),9900
 Technology Consulting| Unit Testing| Architectural Design| User Acceptance Testing| Technical Management| Business Strategy| Time Management| HANA,Outside Consultant,9901
 Technical support| Outbound| Service| Comp| Domestic BPO| Technical| Inbound calls| process| Business Executive| Bonus,Associate/Senior Associate -(NonTechnical),9902
night shift|call centre|technical support|international bpo|international voice,Associate/Senior Associate -(Technical),9903
 Subject Matter Expertise,Special Education Teacher,9904
 regulatory affairs,Regulatory Affairs Manager,9905
 Javascript| CSS| HTML| Angularjs| React.Js| Ember.Js| UX| Front End| GIT| Usability,Software Developer,9906
 Business intelligence| Data analysis| Data migration| Monitoring| Auditing| DBMS| SQL Tuning| Data quality| Information management| data mapping,Database Architect/Designer,9907
 ingenium,Business Analyst,9908
employee engagement|employee relations|hris|hr policies|procedures|business partnering|salary|performance management|retention,HR Business Partner,9909
 java| iphone| ip| wordpress| application development| ipad| be| academics| responsible| experience| c| development| application| ui| pl| applications| cad,Software Developer,9910
 Unix| Automation| MS SQL| Change management| Access management| Agile| Workflow| Windows| Risk management| SyBase,Software Developer,9911
Remedy Developer|Bmc Remedy,Software Developer,9912
 Presales| Application| Service| Engineering Design| Customer support| Technical support| Wireless| LAN| Technical| Business ExecutiveField Application Engineer | Pre Sales| Field Application Engineer ,Sales/Business Development Manager,9913
 Unix| Backend| Web services| Linux| Architecture| Coding| Django| Software Development Manager| Technical Lead| Python,Team Lead/Technical Lead,9914
 sales manager| management| pharmacy| operational| zonal| communication skills,Head/VP/GM/National Manager -Sales,9915
 Service Delivery| Operations| IT Operations Management| ITIL| Project Management| IT Operations Manager| Program Manager,Head/VP/GM-Technical Support,9916
 Customer life cycle management| Usage| Sales| Digital sales| Operations planning| Online sales| Digital marketing| Market planning| digital advertising| Analytics,Product/Brand Manager,9917
 Networking| Field marketing| Business Coordinator| Relationship| Marketing Executive,Customer Support Engineer/Technician,9918
Navisworks| Drafting| Draft| AutoCAD| Civil Design| 3D Modeling| PDMS,Design Engineer,9919
 xml| core java| data structures| mq| api| object oriented design| design and development| knowledge| knowledge of c| b tech| c| development| design| technical| service| ui| pl| it,Software Developer,9920
 btech| dft| validation| concepts| atpg| me| timing analysis| tools| eda tools| dc,Software Developer,9921
 Java| Rest| Solr| SCALA| MySQL| Object Oriented Design| Redis| Jetty| Machine Learning| Python,Software Developer,9922
 Leadership| bde| Team Building| team leader| team management| team handling| Team Leading| Business development manager| Business Development Executive| bdm,Fresher,9923
 medical coding| cpc| us healthcare| denial management| E| e,Associate/Senior Associate -(Technical),9924
 javascript,Software Developer,9925
 Need urgent for tecnical sales executivefor us shift,Associate/Senior Associate -(NonTechnical),9926
 HTML| CSS| Javascript| jQuery| SQL| Database Design,Software Developer,9927
 Healthcare| Outsourcing| Business operations| Business improvement| Social media| Service excellence| Infrastructure| Research| Advisory,Outside Consultant,9928
 cafeteria management,Staff Function,9929
 operations management| customer relationship| team supervision| customer support,Associate/Senior Associate -(Technical),9930
 English| Content| Windows| MS Office| Email| MySQL| SQL| Algorithms| Content development| Education,Teacher/ Private Tutor,9931
 us it recruiter| hr recruiter| us it recruitment| international recruitment| rpo| it hiring| it recruitment| technical recruiter| recruitment executive| international voice process| us recruiter| international call center| it recruiter| us staffing,Recruitment Executive,9932
 Tally| TDS| Accounting| Taxation,Accounts Executive/Accountant,9933
 editing| content writing| creative content| grammar,Content Developer,9934
 Application Security| Automation| Test Plans,System Security,9935
Customer satisfaction| Sales Executive| UPS| Cost| B2B,Sales Executive/Officer,9936
 estimation| site execution| project management| scheduling| project life cycle| project execution| monitoring| project analysis| project planning,Construction-Residential,9937
spring| Html5| html| angularjs| core java| javascript,Software Developer,9938
 Sales Head| Sales| Sales Strategy| Channel Sales| Marketing,Head/VP/GM/National Manager -Sales,9939
 Technical Management| Java| C++| Program Management| project manager| delivery management| Engineering Management,Program Manager,9940
 PP| Technical Documentation| SAP MM| Production Planning| Project Development| Maintenance Activities| Software Quality| Production Support,Team Lead/Technical Lead,9941
 modern trade| key accounts| key account| modern retail| organised retail| kam| mt| retail chain| retail chains| hyper,Key Account Manager,9942
 Showroom Sales| Sales Executive Activities,Counter Sales,9943
 Telecom| SAP| SAP ABAP| SAP CRM| Consulting| Consultancy| Vendor| SOAP| ABAP| Recruitment,Software Developer,9944
Cloud computing|Application support|CGI|PAAS|Focus|Instructor|Programming|Operations|AWS|digital transformation,Software Developer,9945
 Instructional design| High level design| Project design| Storyboarding| Management| Vendor| UPS| Research,Content Developer,9946
 Training| Data analysis| Project management| data mapping| Subject matter expertise| professional services| Application software| Remote support| Software implementation| Recruitment,Project Manager-IT/Software,9947
 Joomla| MySQL| PHP| bca| technical| testing| Programming| Unit testing| Analytics| Web technologies| web| design| Open source| applications,Software Developer,9948
jdk|Core Java|java|j2ee|Spring,Software Developer,9949
c| c++| java| j2ee| .net| vb .net| asp .net| javascript| testing| oracle| database| web services| trainee| freshers| android| php| mysql| qa,Software Developer,9950
 insurance| casa| savings account| new business| Business Development Manager| sales| Sales Officer| banking| retail liabilities| credit cards| current account| relationship executive| Business Development Executive| acquisition,Sales/Business Development Manager,9951
console| catia v5| exterior| trims| design engineering| interior| plastic| moulds| bumper,Design Engineer,9952
Angularjs|CSS|HTML|javascript|jquery,Software Developer,9953
photoshop| html| illustrator| javascript| jquery| adouser interface| css3| interaction design,Web Designer,9954
 Client Management| Communication Skills| Operations,Head/VP/GM-Operations,9955
 Channel Development| Area Sales Management| Sales Forecasting| Channel Distribution| Channel Partner Management| Marketing,Area Sales Manager,9956
 MR| Field Sales Officer| Herbal| Sales Executive| Pharmaceutical| Sales Officer| OTC| Pharmaceutical Sales,Sales Executive/Officer,9957
 Instrumentation| Technical support| Techno-commercial| Application engineering| Engineering drawing| Sales| QAP| QMS,Design Engineer,9958
 Technical| Sales Associate| Technical support| process| Issue| Senior| Inbound calls| Bonus| US shift| Software,Associate/Senior Associate -(Technical),9959
 pmp| Project Management| project manager| Salesforce.com| Salesforce CRM,Project Manager-IT/Software,9960
 jQuery| Design Patterns| OOPS| Cloud| MySQL| .Net| API| MVC| WCF,Software Developer,9961
 Company Secretary| Legal| Secretarial Activities,Company Secretary,9962
 Algorithms| Ant| Rest| Maven| JUnit| GIT| Agile Development| Memory Management| JSON| Software Development Methodologies| Android,Software Developer,9963
 Taxation| TDS| Income tax| Audit Executive| Service tax| Income tax audit| Sales| Service Executive| Banking,Accounts Executive/Accountant,9965
 WAN| cisco| SSL| Monitoring| Intranet| Websense| ASR| Local area network| Workforce management| Quality management,Network Administrator,9966
 Product Sales| Concept Selling| Distribution| Customer Service,Sales Promotion Manager,9967
 cardio| Cardiology,Cardiologist,9968
spring| Angularjs| J2ee| Core java| Hibernet,Software Developer,9969
 Technical Support Executive| Domestic BPO| Night shift| Issue| Inbound calls| Bonus| Software,Associate/Senior Associate -(Technical),9970
 Tally| Billing| Taxation| Accounting| Auditing,Accounts Executive/Accountant,9971
 computer literate| distribution network| english| dealer sales| distribution| product promotion,Sales Executive/Officer,9972
 Screening| Sourcing| Recruitment,HR Executive,9973
 Consumer Durables| Stock Management| Vendor Development| Technical Skills| Process Excellence| Logistics Management| New Product| Supply Chain| Space Management| Warehouse Operations,Warehouse Manager,9974
 bpo| non voice process| domestic bpo| international bpo| customer service| inbound voice process| customer support| voice process| Technical Support| email support| exl| international call center,Associate/Senior Associate -(NonTechnical),9975
 Guest Service| guest relation| ground staff,Steward,9976
 BPO| BPO Executive| Bpo Operations| Domestic BPO| Call Center Executive,Associate/Senior Associate -(NonTechnical),9977
 Customer Service Management| Sales| Customer Care| Team Management| Fashion Retail| Store Management| Product Management| Leadership Skills,Retail Store Manager,9978
 Sharepoint development| Application development| Offshore| server| technical| sharepoint| microsoft| cloud| database| MS Access| Coding| web| design| mvc| net| ASP| programming| Ajax| architecture| LINQ| it| VB| windows| SQL| application| developer| support| applications,Software Developer,9979
 Telecom| Linux| Analytical| Consulting| Disaster recovery| Tools| Windows| Operations| Monitoring| Capacity planning,RF Engineer,9980
Hibernate| J2Ee| Testing| Core Java| Change management| Filenet| Test strategy| JSP| Agile| JPA,Team Lead/Technical Lead,9981
 mechanical engineering,Fresher,9982
building materials| COLLECTION| lifestyle products| key account mgmt| home decor| business development| b2c sales| construction materials| lifestyle| NEW CLIENT ACQUISITION| PROJECT SALES| SALES,Sales/Business Development Manager,9983
 Computer science| jQuery| LMS| Coding| XML| Debugging| Troubleshooting| Gaming| Ajax| game development,Software Developer,9984
 Mechanical| Electronics| Sales Executive,Sales Executive/Officer,9985
 Automation| Linux| Networking| Coding| DNS| Network security| Perl| HTTP| Open source| Python,System Security,9986
 Communication Skills| Hiring| Technical Recruitment| Interviewing,Recruitment Executive,9987
 Team leading| Architecture| Technology Lead| Design development| Struts| JDBC| Application development| Management| Spring,Team Lead/Technical Lead,9988
